,gender,age,id,became_member_on,income
102,M,66,102,20160124,49000.0
105,F,19,105,20161015,73000.0
106,F,66,106,20180216,58000.0
107,F,72,107,20160811,72000.0
109,M,76,109,20160407,63000.0
110,M,52,110,20170515,78000.0
111,M,55,111,20171210,31000.0
112,F,39,112,20170919,60000.0
113,F,45,113,20160126,44000.0
114,F,57,114,20170704,114000.0
115,M,74,115,20180712,48000.0
116,M,18,116,20160727,47000.0
117,M,53,117,20170927,96000.0
118,F,59,118,20170910,98000.0
119,M,57,119,20141104,46000.0
120,F,51,120,20170813,56000.0
123,F,64,123,20171020,37000.0
124,M,71,124,20170129,57000.0
125,F,64,125,20170421,66000.0
126,M,83,126,20180127,46000.0
127,M,26,127,20171211,71000.0
129,F,29,129,20180321,58000.0
130,M,43,130,20170915,70000.0
131,F,89,131,20180114,65000.0
132,F,49,132,20180518,79000.0
133,M,79,133,20160627,67000.0
134,F,55,134,20171016,94000.0
135,M,55,135,20171203,66000.0
136,M,45,136,20171007,31000.0
137,M,52,137,20180130,30000.0
138,M,39,138,20160404,55000.0
139,M,77,139,20180702,69000.0
140,M,66,140,20180709,60000.0
141,F,69,141,20170927,87000.0
142,M,74,142,20140820,53000.0
144,F,75,144,20180712,87000.0
145,F,59,145,20150909,85000.0
146,M,47,146,20131230,66000.0
147,M,20,147,20180528,69000.0
148,M,60,148,20170426,108000.0
149,M,65,149,20180315,61000.0
150,M,33,150,20150421,43000.0
151,F,39,151,20171217,67000.0
152,M,49,152,20180602,59000.0
153,M,68,153,20180207,58000.0
154,M,42,154,20170209,80000.0
155,M,72,155,20180601,33000.0
156,F,18,156,20170524,49000.0
157,F,32,157,20180628,42000.0
158,M,67,158,20170828,50000.0
159,M,52,159,20180704,42000.0
160,M,38,160,20171019,64000.0
161,F,60,161,20180316,77000.0
162,F,62,162,20171222,77000.0
163,F,55,163,20180708,51000.0
164,M,22,164,20180428,63000.0
165,M,34,165,20171206,41000.0
166,M,46,166,20141214,60000.0
167,M,85,167,20180726,67000.0
168,F,51,168,20170316,85000.0
170,F,53,170,20160427,85000.0
171,M,51,171,20160810,92000.0
173,M,48,173,20150601,44000.0
174,M,52,174,20180605,72000.0
176,M,62,176,20160305,53000.0
177,M,42,177,20180325,62000.0
178,M,55,178,20171025,65000.0
179,F,27,179,20150915,50000.0
180,M,68,180,20180530,107000.0
181,F,74,181,20171220,83000.0
182,M,77,182,20141011,66000.0
183,M,35,183,20180118,72000.0
184,F,50,184,20171108,69000.0
185,M,45,185,20151027,94000.0
186,M,82,186,20161231,87000.0
187,M,40,187,20131222,57000.0
188,M,66,188,20180617,34000.0
189,M,52,189,20180411,63000.0
190,F,57,190,20160329,89000.0
191,M,68,191,20160629,69000.0
192,M,21,192,20180303,52000.0
193,M,61,193,20170815,44000.0
195,F,58,195,20180317,54000.0
196,F,67,196,20180614,54000.0
197,M,24,197,20170212,61000.0
199,M,26,199,20171117,35000.0
200,F,71,200,20171207,105000.0
201,F,69,201,20171212,64000.0
202,M,81,202,20180503,93000.0
203,M,62,203,20160405,73000.0
204,M,38,204,20170709,74000.0
205,M,61,205,20170926,82000.0
206,F,52,206,20170809,92000.0
207,M,50,207,20171225,70000.0
208,M,54,208,20170216,118000.0
209,F,75,209,20180502,109000.0
210,M,82,210,20180319,73000.0
211,M,64,211,20180720,38000.0
212,F,54,212,20151006,99000.0
214,M,82,214,20180108,72000.0
216,M,90,216,20180509,45000.0
217,F,34,217,20180417,67000.0
218,M,44,218,20180718,53000.0
219,F,79,219,20180711,106000.0
220,F,58,220,20161231,95000.0
222,F,47,222,20160105,74000.0
223,F,60,223,20171117,59000.0
224,M,83,224,20170807,54000.0
225,F,74,225,20180517,103000.0
226,M,89,226,20150917,101000.0
227,M,68,227,20160305,62000.0
228,F,63,228,20171127,110000.0
229,F,40,229,20180706,51000.0
230,F,79,230,20171217,99000.0
231,M,71,231,20180321,30000.0
232,F,76,232,20150906,114000.0
233,M,89,233,20160528,96000.0
234,M,63,234,20170729,36000.0
236,M,41,236,20170922,83000.0
237,F,71,237,20180408,56000.0
238,M,44,238,20171011,36000.0
239,M,25,239,20160406,73000.0
240,M,27,240,20180327,70000.0
241,M,67,241,20180212,106000.0
242,F,77,242,20160219,80000.0
243,F,68,243,20151229,66000.0
244,M,37,244,20160420,64000.0
245,M,55,245,20160323,60000.0
246,M,30,246,20160903,54000.0
247,M,51,247,20150815,54000.0
248,F,47,248,20180712,92000.0
249,M,49,249,20180204,48000.0
250,M,32,250,20151008,38000.0
251,M,30,251,20170418,69000.0
252,M,47,252,20170225,86000.0
254,M,34,254,20170123,34000.0
255,F,78,255,20170604,101000.0
256,F,85,256,20160302,71000.0
257,F,75,257,20130806,69000.0
258,F,76,258,20170311,71000.0
259,F,89,259,20150722,59000.0
260,M,58,260,20180129,70000.0
261,M,23,261,20171030,49000.0
262,M,58,262,20170916,53000.0
264,F,64,264,20151012,95000.0
265,M,72,265,20170909,39000.0
266,F,66,266,20170811,72000.0
267,F,49,267,20170809,68000.0
268,M,43,268,20170413,71000.0
269,M,58,269,20180717,39000.0
270,M,43,270,20170806,76000.0
271,F,56,271,20170329,87000.0
272,F,69,272,20171016,118000.0
273,O,60,273,20180216,94000.0
274,M,81,274,20160601,70000.0
275,M,42,275,20170403,91000.0
276,M,75,276,20150110,71000.0
277,M,62,277,20180127,73000.0
278,F,55,278,20160505,54000.0
279,M,65,279,20171011,39000.0
280,M,52,280,20170227,46000.0
281,F,30,281,20171015,40000.0
282,F,74,282,20150924,75000.0
283,F,100,283,20150828,63000.0
284,F,26,284,20170324,40000.0
285,F,56,285,20160328,53000.0
286,M,50,286,20141015,90000.0
287,M,73,287,20171008,95000.0
288,F,49,288,20171210,74000.0
289,M,37,289,20160109,50000.0
290,M,65,290,20160212,57000.0
291,F,64,291,20160225,81000.0
292,F,48,292,20161014,53000.0
293,M,20,293,20150812,32000.0
295,M,46,295,20180723,40000.0
296,M,24,296,20150427,69000.0
297,M,71,297,20150826,95000.0
298,F,50,298,20180525,78000.0
299,M,37,299,20170515,92000.0
300,F,57,300,20160522,81000.0
302,M,52,302,20140425,85000.0
303,M,41,303,20160824,41000.0
304,F,66,304,20170618,74000.0
305,F,66,305,20151001,87000.0
306,F,68,306,20171025,120000.0
307,M,20,307,20160308,70000.0
308,M,43,308,20170704,42000.0
309,M,73,309,20171212,38000.0
311,F,42,311,20170529,56000.0
312,M,82,312,20160604,110000.0
314,F,70,314,20171109,92000.0
315,F,42,315,20171010,71000.0
316,M,48,316,20150903,62000.0
317,F,53,317,20150910,93000.0
318,M,64,318,20180304,67000.0
319,M,79,319,20180123,90000.0
320,M,51,320,20160511,55000.0
321,F,45,321,20180120,88000.0
322,F,48,322,20160602,105000.0
324,F,54,324,20151024,119000.0
325,M,52,325,20180710,48000.0
326,M,28,326,20130924,68000.0
327,M,69,327,20140502,47000.0
328,M,73,328,20170627,92000.0
330,F,67,330,20170813,71000.0
331,F,76,331,20180613,34000.0
332,F,55,332,20151121,53000.0
333,F,89,333,20180623,83000.0
335,M,57,335,20180429,41000.0
337,F,54,337,20180211,70000.0
339,M,58,339,20171227,73000.0
341,M,49,341,20171123,39000.0
342,F,73,342,20180507,79000.0
343,F,58,343,20170219,76000.0
344,M,51,344,20171214,70000.0
345,M,74,345,20160418,78000.0
346,M,53,346,20150906,95000.0
347,M,61,347,20180227,32000.0
349,M,41,349,20171024,55000.0
350,F,64,350,20171008,95000.0
353,M,42,353,20170908,75000.0
354,M,50,354,20160426,57000.0
355,M,60,355,20170903,56000.0
356,F,57,356,20160408,83000.0
357,F,39,357,20170407,54000.0
359,F,57,359,20160827,67000.0
360,M,57,360,20171216,71000.0
361,M,68,361,20160318,51000.0
362,F,83,362,20150910,114000.0
363,F,35,363,20180102,72000.0
364,F,90,364,20180101,72000.0
365,M,56,365,20180404,72000.0
367,M,84,367,20170907,81000.0
368,M,62,368,20180312,39000.0
369,M,63,369,20170223,58000.0
371,M,67,371,20160105,56000.0
372,F,68,372,20171126,50000.0
373,M,55,373,20170508,73000.0
376,F,24,376,20170207,59000.0
377,M,40,377,20170815,39000.0
378,M,83,378,20180118,61000.0
381,F,63,381,20170316,41000.0
382,F,59,382,20180116,59000.0
383,O,49,383,20171207,42000.0
384,F,61,384,20160612,99000.0
385,M,42,385,20180613,57000.0
386,M,58,386,20180129,36000.0
387,F,48,387,20161021,44000.0
388,M,35,388,20170829,64000.0
389,M,36,389,20180315,31000.0
390,F,41,390,20160414,100000.0
391,F,83,391,20170430,73000.0
392,M,53,392,20171015,87000.0
394,F,53,394,20160115,97000.0
395,F,80,395,20180110,48000.0
396,M,25,396,20151116,66000.0
397,M,63,397,20151104,119000.0
398,F,63,398,20160614,66000.0
399,F,56,399,20180123,109000.0
400,M,43,400,20171004,59000.0
401,F,58,401,20160314,58000.0
402,M,59,402,20170123,59000.0
403,M,49,403,20180318,104000.0
404,F,63,404,20170912,70000.0
405,M,42,405,20151210,94000.0
406,F,52,406,20180117,57000.0
407,F,57,407,20180408,37000.0
408,F,56,408,20171109,59000.0
409,M,80,409,20171015,87000.0
410,M,43,410,20160211,52000.0
411,M,54,411,20171114,70000.0
412,M,28,412,20161111,73000.0
413,F,57,413,20171008,95000.0
414,M,71,414,20150310,67000.0
416,F,64,416,20180418,112000.0
417,M,20,417,20140531,49000.0
420,F,36,420,20170423,58000.0
421,F,45,421,20161004,99000.0
422,M,71,422,20141217,65000.0
423,M,67,423,20180601,89000.0
424,F,72,424,20160922,81000.0
425,M,51,425,20180512,100000.0
427,M,48,427,20170919,68000.0
428,M,53,428,20180410,60000.0
429,M,25,429,20180215,53000.0
430,F,79,430,20180110,85000.0
431,M,19,431,20180624,32000.0
432,F,28,432,20180411,49000.0
433,M,56,433,20140611,76000.0
434,M,44,434,20140319,37000.0
435,M,25,435,20171225,40000.0
436,F,61,436,20180113,78000.0
437,M,34,437,20170922,59000.0
438,F,41,438,20171210,37000.0
439,M,44,439,20161204,51000.0
440,F,51,440,20180629,92000.0
441,M,47,441,20171109,44000.0
442,F,63,442,20180707,70000.0
443,M,62,443,20171126,61000.0
444,M,66,444,20180703,71000.0
445,M,62,445,20171208,70000.0
446,M,83,446,20160410,88000.0
447,M,43,447,20180627,58000.0
448,F,66,448,20161204,94000.0
449,M,70,449,20171118,44000.0
450,F,65,450,20180112,66000.0
451,F,33,451,20161106,54000.0
452,M,63,452,20180726,78000.0
453,M,77,453,20170801,42000.0
454,F,49,454,20171016,57000.0
455,M,53,455,20170123,104000.0
456,F,61,456,20160228,87000.0
457,M,60,457,20151215,38000.0
459,F,44,459,20170918,60000.0
460,M,69,460,20150622,62000.0
461,M,39,461,20180524,71000.0
462,F,38,462,20150326,55000.0
463,F,83,463,20171223,99000.0
464,F,63,464,20160124,94000.0
465,F,41,465,20151015,41000.0
466,M,54,466,20171112,39000.0
468,M,41,468,20180126,55000.0
471,F,56,471,20170922,69000.0
473,M,50,473,20180118,98000.0
474,M,58,474,20151123,55000.0
475,M,39,475,20170425,61000.0
476,F,60,476,20170926,55000.0
477,F,60,477,20160906,74000.0
478,M,24,478,20180703,38000.0
479,M,48,479,20161130,57000.0
480,M,50,480,20180326,110000.0
481,F,41,481,20170730,67000.0
482,M,45,482,20150504,84000.0
483,M,48,483,20160709,93000.0
484,M,59,484,20180201,87000.0
485,M,43,485,20180423,45000.0
486,F,56,486,20171021,67000.0
487,M,54,487,20161206,93000.0
488,F,48,488,20180722,47000.0
492,M,63,492,20171226,49000.0
494,M,47,494,20171202,35000.0
495,M,52,495,20160830,56000.0
496,F,58,496,20160905,78000.0
497,M,78,497,20150509,39000.0
498,M,43,498,20140701,40000.0
499,M,68,499,20170806,61000.0
500,M,18,500,20150503,48000.0
501,F,39,501,20160919,85000.0
502,M,74,502,20180721,99000.0
503,F,53,503,20170119,98000.0
504,F,61,504,20150923,67000.0
505,M,23,505,20180428,54000.0
506,M,46,506,20171109,55000.0
507,M,51,507,20170827,78000.0
508,M,77,508,20180407,86000.0
509,F,79,509,20171026,91000.0
510,M,41,510,20150514,41000.0
511,F,60,511,20160217,78000.0
512,F,54,512,20171123,47000.0
513,O,63,513,20150920,89000.0
514,M,73,514,20180414,76000.0
515,M,47,515,20180211,77000.0
516,M,84,516,20160401,82000.0
518,M,20,518,20170901,56000.0
519,F,24,519,20150118,35000.0
520,F,58,520,20170310,71000.0
521,M,35,521,20170928,40000.0
523,M,57,523,20170806,33000.0
524,M,87,524,20150410,55000.0
525,F,86,525,20150506,84000.0
526,F,57,526,20180117,100000.0
527,M,61,527,20171022,112000.0
528,M,25,528,20171021,53000.0
529,M,38,529,20150513,31000.0
530,M,94,530,20141128,50000.0
531,M,59,531,20151212,61000.0
532,F,49,532,20171231,73000.0
533,F,61,533,20160614,72000.0
535,M,31,535,20171101,64000.0
536,F,75,536,20171102,53000.0
539,M,51,539,20180405,65000.0
540,M,68,540,20171201,74000.0
541,M,86,541,20180524,71000.0
542,F,62,542,20180707,117000.0
543,M,61,543,20180627,64000.0
545,F,63,545,20180627,57000.0
546,F,26,546,20171204,52000.0
547,F,50,547,20151102,77000.0
549,F,45,549,20170625,93000.0
550,F,88,550,20160214,64000.0
551,F,50,551,20170908,92000.0
552,F,65,552,20170909,119000.0
554,M,55,554,20170717,76000.0
555,M,71,555,20160406,95000.0
556,F,34,556,20150925,46000.0
557,M,81,557,20170825,65000.0
559,F,65,559,20130822,98000.0
562,F,63,562,20180326,62000.0
563,M,73,563,20160527,58000.0
564,F,84,564,20180125,77000.0
566,F,55,566,20180613,62000.0
567,M,63,567,20170924,70000.0
568,F,24,568,20180416,51000.0
569,M,36,569,20130730,74000.0
570,M,56,570,20160607,69000.0
571,F,65,571,20170502,119000.0
572,M,75,572,20180623,75000.0
573,M,71,573,20160720,114000.0
574,M,71,574,20171224,118000.0
575,M,61,575,20170425,39000.0
576,O,73,576,20180316,88000.0
577,M,19,577,20180321,73000.0
578,F,64,578,20170724,34000.0
579,F,66,579,20171020,112000.0
580,M,37,580,20180224,59000.0
581,M,22,581,20161220,49000.0
582,F,54,582,20180719,96000.0
583,M,62,583,20180105,73000.0
584,F,50,584,20180106,75000.0
585,F,80,585,20170726,87000.0
586,M,55,586,20150923,112000.0
587,M,40,587,20170303,50000.0
588,M,43,588,20151218,52000.0
589,M,61,589,20170205,53000.0
590,F,32,590,20170531,43000.0
592,F,68,592,20170903,32000.0
593,F,66,593,20170821,104000.0
594,M,36,594,20171226,35000.0
595,M,38,595,20171019,60000.0
596,F,80,596,20150728,54000.0
597,F,82,597,20180123,68000.0
598,M,45,598,20151027,74000.0
599,M,89,599,20171026,63000.0
600,F,45,600,20171207,94000.0
601,M,59,601,20180405,35000.0
602,M,22,602,20180322,44000.0
603,F,67,603,20170714,50000.0
604,F,30,604,20161205,41000.0
606,M,56,606,20180402,88000.0
607,F,53,607,20160114,100000.0
610,M,32,610,20161028,58000.0
611,F,51,611,20160223,73000.0
612,F,38,612,20171225,66000.0
613,F,52,613,20140113,45000.0
615,M,55,615,20160908,68000.0
616,M,81,616,20171009,41000.0
617,M,55,617,20171103,78000.0
618,F,51,618,20140202,67000.0
620,F,71,620,20150904,74000.0
621,M,45,621,20160303,84000.0
624,M,49,624,20151016,71000.0
625,M,62,625,20170920,48000.0
626,F,65,626,20151016,99000.0
628,F,50,628,20180109,63000.0
629,F,20,629,20180203,60000.0
630,F,49,630,20180430,31000.0
631,M,55,631,20170924,83000.0
632,M,58,632,20141024,54000.0
634,F,95,634,20170913,64000.0
635,F,83,635,20180112,99000.0
636,F,56,636,20160214,70000.0
637,M,66,637,20170523,54000.0
638,M,87,638,20170808,74000.0
640,M,55,640,20160826,89000.0
641,F,52,641,20170801,114000.0
642,F,59,642,20161226,83000.0
643,F,59,643,20160515,51000.0
644,F,49,644,20171128,74000.0
645,F,62,645,20140404,46000.0
646,F,56,646,20150826,80000.0
647,F,51,647,20170401,97000.0
648,F,47,648,20140608,62000.0
649,M,38,649,20160413,96000.0
650,M,43,650,20180709,44000.0
651,M,43,651,20161021,72000.0
652,M,49,652,20151106,84000.0
653,F,36,653,20170925,57000.0
654,F,45,654,20161124,58000.0
656,M,53,656,20180609,95000.0
657,M,43,657,20170806,60000.0
659,F,18,659,20170619,67000.0
660,M,40,660,20160602,41000.0
661,F,83,661,20170321,114000.0
662,M,49,662,20180123,65000.0
663,F,51,663,20170323,106000.0
664,M,25,664,20180329,55000.0
665,M,71,665,20180105,55000.0
666,M,58,666,20170917,71000.0
667,M,53,667,20140712,36000.0
668,F,83,668,20170615,93000.0
669,M,46,669,20160315,56000.0
670,F,69,670,20170225,97000.0
671,M,51,671,20170802,73000.0
672,M,61,672,20180224,68000.0
673,F,81,673,20170804,101000.0
674,M,60,674,20180202,41000.0
675,M,48,675,20150910,75000.0
676,F,48,676,20150923,87000.0
677,M,73,677,20140124,63000.0
678,F,41,678,20180211,89000.0
679,F,39,679,20160402,77000.0
680,M,31,680,20171008,56000.0
681,M,38,681,20171215,61000.0
682,F,46,682,20170911,36000.0
683,M,87,683,20141113,72000.0
684,F,53,684,20151214,83000.0
686,F,93,686,20131025,48000.0
687,M,42,687,20150825,41000.0
688,M,54,688,20151026,79000.0
689,M,47,689,20180726,53000.0
690,M,75,690,20171203,109000.0
691,F,79,691,20180410,61000.0
692,F,36,692,20171010,64000.0
693,M,30,693,20170409,43000.0
694,M,34,694,20131116,50000.0
695,F,39,695,20160119,78000.0
696,F,52,696,20160523,87000.0
697,M,43,697,20160416,34000.0
698,M,75,698,20180624,38000.0
699,M,47,699,20170917,40000.0
700,F,60,700,20180420,117000.0
701,M,31,701,20180123,43000.0
702,M,70,702,20180304,35000.0
703,F,49,703,20180109,36000.0
704,M,48,704,20170816,56000.0
705,M,37,705,20171219,36000.0
707,F,67,707,20150929,67000.0
708,M,48,708,20150719,65000.0
709,M,69,709,20150920,38000.0
710,M,66,710,20171219,32000.0
711,M,38,711,20170912,56000.0
712,F,59,712,20170816,90000.0
713,M,43,713,20180410,65000.0
714,M,43,714,20140128,41000.0
715,F,68,715,20170421,108000.0
716,M,60,716,20180424,45000.0
717,M,53,717,20150925,39000.0
718,M,34,718,20180216,50000.0
719,M,77,719,20180322,64000.0
720,F,88,720,20170511,73000.0
722,F,62,722,20180625,88000.0
723,M,63,723,20140731,86000.0
724,M,70,724,20171112,99000.0
725,M,38,725,20180403,33000.0
726,F,44,726,20180217,39000.0
727,F,40,727,20180306,50000.0
728,M,51,728,20180328,99000.0
730,F,72,730,20130814,60000.0
731,M,22,731,20170904,45000.0
733,M,72,733,20170819,49000.0
734,M,70,734,20170903,37000.0
736,M,23,736,20140719,65000.0
737,M,38,737,20180718,75000.0
738,F,71,738,20151017,67000.0
739,M,50,739,20130927,51000.0
740,M,72,740,20141204,35000.0
741,M,43,741,20180327,31000.0
742,M,63,742,20160510,70000.0
743,M,73,743,20180610,46000.0
744,M,53,744,20151227,57000.0
745,F,37,745,20180507,57000.0
747,M,45,747,20141029,44000.0
748,M,59,748,20180702,61000.0
749,M,74,749,20160924,51000.0
750,M,18,750,20161031,36000.0
751,F,94,751,20161130,84000.0
752,M,38,752,20160207,33000.0
753,F,67,753,20160912,50000.0
754,F,46,754,20151229,36000.0
755,M,82,755,20171220,41000.0
756,M,37,756,20180705,36000.0
757,F,65,757,20180604,71000.0
758,F,66,758,20170815,34000.0
759,F,65,759,20161009,57000.0
762,F,54,762,20160613,52000.0
763,M,63,763,20171219,113000.0
765,F,50,765,20180325,110000.0
766,M,64,766,20170921,81000.0
767,M,66,767,20171014,50000.0
768,F,76,768,20161209,62000.0
769,F,56,769,20170104,82000.0
770,M,49,770,20170512,75000.0
771,F,29,771,20151023,53000.0
773,F,51,773,20160517,56000.0
774,M,69,774,20180614,68000.0
775,M,48,775,20130815,52000.0
776,M,25,776,20151027,68000.0
777,M,82,777,20151014,78000.0
778,F,57,778,20160921,70000.0
779,M,50,779,20171224,70000.0
781,F,74,781,20180725,72000.0
784,F,49,784,20180604,59000.0
786,M,80,786,20170503,88000.0
788,F,62,788,20160617,81000.0
789,M,63,789,20180707,50000.0
790,F,54,790,20160424,109000.0
792,M,45,792,20180501,55000.0
793,F,49,793,20171226,110000.0
794,M,61,794,20170802,35000.0
795,M,46,795,20171204,46000.0
796,M,64,796,20140726,59000.0
798,F,69,798,20151120,89000.0
799,M,69,799,20150328,64000.0
800,M,66,800,20170701,70000.0
801,M,60,801,20140810,56000.0
802,F,40,802,20171129,51000.0
803,M,74,803,20150922,64000.0
804,F,52,804,20150930,31000.0
806,F,62,806,20150806,55000.0
807,F,61,807,20151010,118000.0
808,F,22,808,20170812,55000.0
809,M,62,809,20170325,35000.0
810,M,23,810,20170831,63000.0
811,F,90,811,20160911,104000.0
812,F,72,812,20151102,41000.0
813,F,69,813,20160307,93000.0
814,F,71,814,20171121,43000.0
815,M,32,815,20180422,38000.0
816,M,36,816,20180310,51000.0
817,F,58,817,20180621,38000.0
818,M,75,818,20151129,103000.0
819,F,58,819,20170929,41000.0
820,M,76,820,20170107,69000.0
822,F,49,822,20131026,73000.0
823,F,57,823,20160103,90000.0
824,M,66,824,20180118,74000.0
825,M,33,825,20180106,54000.0
826,M,54,826,20180523,39000.0
827,F,48,827,20161008,82000.0
828,F,66,828,20170227,62000.0
829,F,46,829,20150221,73000.0
830,F,51,830,20170501,91000.0
831,F,67,831,20150813,58000.0
832,F,28,832,20180120,65000.0
833,F,20,833,20170910,55000.0
834,M,74,834,20170801,34000.0
836,M,67,836,20131019,73000.0
839,M,86,839,20170928,55000.0
840,M,58,840,20170906,83000.0
843,M,67,843,20170804,41000.0
844,F,58,844,20170213,92000.0
845,F,54,845,20170211,82000.0
846,F,56,846,20160624,55000.0
848,M,58,848,20180420,41000.0
849,F,56,849,20180720,91000.0
850,M,63,850,20180526,61000.0
851,O,48,851,20160729,80000.0
852,M,50,852,20180615,59000.0
854,M,63,854,20170804,96000.0
856,F,79,856,20131207,94000.0
857,M,47,857,20180123,92000.0
858,M,57,858,20170611,110000.0
859,F,63,859,20160728,74000.0
860,M,79,860,20180613,64000.0
861,M,54,861,20150811,92000.0
862,M,53,862,20171118,33000.0
863,M,53,863,20171113,96000.0
864,F,70,864,20150914,58000.0
865,F,47,865,20160306,77000.0
866,M,42,866,20160429,60000.0
868,M,61,868,20150829,100000.0
869,M,30,869,20180305,35000.0
870,M,59,870,20170827,108000.0
871,M,38,871,20180615,38000.0
872,F,72,872,20171014,35000.0
873,M,69,873,20150324,36000.0
874,M,31,874,20160926,55000.0
875,F,58,875,20180413,37000.0
876,F,74,876,20180122,61000.0
877,M,66,877,20160321,72000.0
878,F,65,878,20170421,88000.0
879,F,56,879,20160519,83000.0
880,M,63,880,20180424,51000.0
881,F,38,881,20180322,69000.0
882,F,70,882,20171101,78000.0
883,F,64,883,20141203,70000.0
884,F,43,884,20180316,47000.0
885,M,47,885,20161017,69000.0
886,M,49,886,20150906,91000.0
887,F,64,887,20140910,59000.0
888,F,50,888,20150916,67000.0
889,O,32,889,20161223,54000.0
890,F,56,890,20170820,106000.0
891,M,53,891,20160108,69000.0
892,M,33,892,20170916,68000.0
894,M,25,894,20150829,56000.0
895,O,59,895,20170805,73000.0
896,F,58,896,20171220,77000.0
897,F,73,897,20151111,67000.0
898,M,45,898,20170727,52000.0
901,F,22,901,20171030,50000.0
902,F,50,902,20171114,110000.0
903,M,57,903,20170728,33000.0
905,M,56,905,20150823,56000.0
906,F,68,906,20170502,115000.0
908,M,36,908,20180721,67000.0
909,M,66,909,20150317,50000.0
910,F,68,910,20180518,117000.0
911,F,84,911,20180414,68000.0
912,F,74,912,20180617,52000.0
913,F,49,913,20171106,70000.0
915,F,30,915,20151124,69000.0
916,F,74,916,20170814,97000.0
917,F,55,917,20180412,57000.0
918,M,19,918,20170114,65000.0
919,M,69,919,20170817,70000.0
920,F,69,920,20180516,34000.0
921,M,54,921,20160421,39000.0
922,M,25,922,20140711,60000.0
924,F,49,924,20150921,112000.0
925,M,55,925,20171022,41000.0
926,M,69,926,20140601,72000.0
928,M,60,928,20171101,68000.0
929,M,40,929,20161121,91000.0
930,F,64,930,20170604,59000.0
932,M,65,932,20160618,50000.0
933,F,91,933,20170815,37000.0
934,M,71,934,20170502,87000.0
936,M,57,936,20161114,38000.0
937,M,51,937,20150826,93000.0
938,M,82,938,20171012,89000.0
939,M,60,939,20161227,68000.0
940,M,68,940,20171003,71000.0
941,M,42,941,20170609,63000.0
942,F,65,942,20170129,77000.0
943,F,42,943,20171229,53000.0
944,M,45,944,20180506,63000.0
945,M,64,945,20171003,38000.0
946,F,53,946,20170126,32000.0
948,F,47,948,20171024,53000.0
949,M,92,949,20180601,113000.0
950,F,42,950,20160813,48000.0
951,M,45,951,20171013,68000.0
952,F,60,952,20180528,47000.0
953,M,32,953,20151030,34000.0
954,M,63,954,20170701,73000.0
955,F,89,955,20170902,81000.0
956,F,54,956,20170729,91000.0
957,F,53,957,20180117,95000.0
958,M,60,958,20171021,42000.0
